id,name,Architecture,Boost_Clock,Core_Speed,Memory,Memory_Speed,Memory_Bandwidth,DVI_Connection,Dedicated,Direct_X,HDMI_Connection,Integrated,L2_Cache,Manufacturer,Max_Power,Memory_Bus,Memory_Type,Power_Connector,Process,Resolution_WxH,SLI_Crossfire,price,url_name,img_of_gpu
1000,GeForce GTX 770 Zotac AMP! Edition,Kepler GK104-425-A2 ,1202,1150,2048,1800 MHz,230.4GB/sec,2,Yes,DX 12.0,1,No,512KB,Nvidia,,256 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
1001,GeForce GTX 780,Kepler GK110-300-A1 ,902,863,3072,1502 MHz,288.4GB/sec,2,Yes,DX 12.0,1,No,1536KB,Nvidia,250 Watts,384 Bit ,GDDR5,1x 6-pin + 1x 8-pin ,28nm,4096x2160,Yes,,,
1002,GeForce GTX 950 MSI Armor 2X OC 2GB Edition,Maxwell GM206-250 ,1253,1076,2048,1653 MHz,105.8GB/sec,2,Yes,DX 12.1,1,No,1024KB,Nvidia,90 Watts,128 Bit ,GDDR5,1x 6-pin ,28nm,5120x3200,Yes,,,
1003,GeForce GTX 770 Zotac 2GB OC Edition,Kepler GK104-425-A2 ,1111,1059,2048,1753 MHz,224.4GB/sec,2,Yes,DX 12.0,1,No,512KB,Nvidia,,256 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
1004,GeForce GTX 770 Zotac 4GB Edition,Kepler GK104-425-A2 ,1098,1059,4096,1752 MHz,224.3GB/sec,2,Yes,DX 12.0,1,No,512KB,Nvidia,230 Watts,256 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
1005,GeForce GTX 770 WindForce 3X OC Edition,Kepler GK104-425-A2 ,1189,1137,2048,1752 MHz,224.3GB/sec,2,Yes,DX 12.0,1,No,512KB,Nvidia,,256 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
1006,GeForce GTX 950 Palit StormX Dual OC 2GB Edition,Maxwell GM206-250 ,1241,1064,2048,1653 MHz,105.8GB/sec,2,Yes,DX 12.1,1,No,1024KB,Nvidia,90 Watts,128 Bit ,GDDR5,1x 6-pin ,28nm,5120x3200,Yes,,,
1007,GeForce GTX 770 WindForce 3X OC 4GB Edition,Kepler GK104-425-A2 ,1189,1137,4096,1752 MHz,224.3GB/sec,2,Yes,DX 12.0,1,No,512KB,Nvidia,,256 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
1008,GeForce GTX 770 WindForce 3X OC 4GB Edition SLI,Kepler GK104 ,1189,1137,8192,1752 MHz,448.5GB/sec,2,Yes,DX 12.0,1,No,256KB(x2),Nvidia,500 Watts,256 Bit ,GDDR5,1x 6-pin + 1x 8-pin ,28nm,4096x2160,Yes,,,
1009,GeForce GTX 770 PNY XLR8 Enthusiast Edition,Kepler GK104-425-A2 ,1085,1046,2048,1703 MHz,218GB/sec,2,Yes,DX 12.0,1,No,512KB,Nvidia,230 Watts,256 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
1010,GeForce GTX 770 PNY Enthusiast 4GB OC Edition,Kepler GK104-425-A2 ,1111,1059,4096,1753 MHz,224.4GB/sec,2,Yes,DX 12.0,1,No,512KB,Nvidia,230 Watts,256 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
1011,GeForce GTX 770 SLI,Kepler GK104-425-A2 (x2) ,1085,1046,4096,1752 MHz,448.5GB/sec,4,Yes,DX 12.0,2,No,512KB(x2),Nvidia,400 Watts,256 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
1012,GeForce GTX 960 Asus Mini OC 2GB Edition,Maxwell GM206-300-A1 ,1253,1190,2048,1753 MHz,112.2GB/sec,1,Yes,DX 12.1,1,No,1024KB,Nvidia,150 Watts,128 Bit ,GDDR5,1x 6-pin ,28nm,5120x3200,Yes,,,
1013,GeForce GTX 950 MSI OC 2GB Edition,Maxwell GM206-250 ,1253,1076,2048,1653 MHz,105.8GB/sec,2,Yes,DX 12.1,1,No,1024KB,Nvidia,90 Watts,128 Bit ,GDDR5,1x 6-pin ,28nm,5120x3200,Yes,,,
1014,GeForce GTX 770 MSI TwinFrozr Edition,Kepler GK104-425-A2 ,1189,1137,2048,1753 MHz,224.4GB/sec,2,Yes,DX 12.0,1,No,512KB,Nvidia,229 Watts,256 Bit ,GDDR5,2x 8-pin ,28nm,4096x2160,Yes,,,
1015,GeForce GTX 770 Palit JetStream 2GB Edition SLI,Kepler GK104-425-A2 ,1202,1150,4096,1752 MHz,448.5GB/sec,2,Yes,DX 12.0,1,No,256KB(x2),Nvidia,,256 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
1016,GeForce GTX 770 Palit JetStream 2GB Edition,Kepler GK104-425-A2 ,1202,1150,2048,1752 MHz,224.3GB/sec,2,Yes,DX 12.0,1,No,512KB,Nvidia,,256 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
1017,GeForce GTX 770 Palit JetStream 4GB Edition,Kepler GK104-425-A2 ,1085,1046,4096,1752 MHz,224.3GB/sec,2,Yes,DX 12.0,1,No,512KB,Nvidia,230 Watts,256 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
1018,GeForce GTX 770 MSI TwinFrozr 4GB Edition,Kepler GK104-425-A2 ,1189,1137,4096,1753 MHz,224.4GB/sec,2,Yes,DX 12.0,1,No,512KB,Nvidia,229 Watts,256 Bit ,GDDR5,2x 8-pin ,28nm,4096x2160,Yes,,,
1019,GeForce GTX 770 MSI Lightning Edition,Kepler GK104-425-A2 ,1202,1150,2048,1753 MHz,224.4GB/sec,2,Yes,DX 12.0,1,No,512KB,Nvidia,280 Watts,256 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
1020,GeForce GTX 770 Inno3D iChill HerculeZ X3 Ultra 4GB Edition,Kepler GK104-425-A2 ,1202,1150,4096,1800 MHz,230.4GB/sec,2,Yes,DX 12.0,1,No,512KB,Nvidia,256 Watts,256 Bit ,GDDR5,1x 6-pin + 1x 8-pin ,28nm,4096x2160,Yes,,,
1021,GeForce GTX 770 Leadtek Hurricane III Edition,Kepler GK104-425-A2 ,1111,1059,4096,1752 MHz,224.3GB/sec,2,Yes,DX 12.0,1,No,512KB,Nvidia,230 Watts,256 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
1022,GeForce GTX 770 Inno3D iChill HerculeZ X3 Ultra 2GB Edition,Kepler GK104-425-A2 ,1202,1150,2048,1800 MHz,230.4GB/sec,2,Yes,DX 12.0,1,No,512KB,Nvidia,244 Watts,256 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
1023,GeForce GTX 770 Inno3D HerculeZ 2000 2GB Edition,Kepler GK104-425-A2 ,1110,1072,2048,1753 MHz,224.4GB/sec,2,Yes,DX 12.0,1,No,512KB,Nvidia,230 Watts,256 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
1024,GeForce GTX 770 Galaxy HOF 2GB Edition,Kepler GK104-425-A2 ,1254,1202,2048,1753 MHz,224.4GB/sec,2,Yes,DX 12.0,1,No,512KB,Nvidia,230 Watts,256 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
1025,GeForce GTX 770 Gainward Phantom Edition,Kepler GK104-425-A2 ,1202,1150,2048,1752 MHz,224.3GB/sec,1,Yes,DX 12.0,1,No,512KB,Nvidia,,256 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
1026,GeForce GTX 770 Gainward 2GB Edition,Kepler GK104-425-A2 ,1085,1046,2048,1752 MHz,224.3GB/sec,2,Yes,DX 12.0,1,No,512KB,Nvidia,230 Watts,256 Bit ,GDDR5,1x 6-pin + 1x 8-pin ,28nm,4096x2160,Yes,,,
1027,GeForce GTX 770 EVGA W/ ACX Edition,Kepler GK104-425-A2 ,1085,1046,2048,1703 MHz,218GB/sec,2,Yes,DX 12.0,1,No,512KB,Nvidia,250 Watts,256 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
1028,GeForce GTX 770 EVGA SC W/ ACX Edition SLI,Kepler GK104-425-A2 (x2) ,1163,1111,4096,1703 MHz,436GB/sec,2,Yes,DX 12.0,1,No,512KB(x2),Nvidia,500 Watts,256 Bit ,GDDR5,1x 6-pin + 1x 8-pin ,28nm,4096x2160,Yes,,,
1029,GeForce GTX 770 EVGA SC W/ ACX Edition,Kepler GK104-425-A2 ,1163,1111,2048,1703 MHz,218GB/sec,2,Yes,DX 12.0,1,No,512KB,Nvidia,250 Watts,256 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
1030,GeForce GTX 770 Galaxy GC 2GB Edition,Kepler GK104-425-A2 ,1163,1110,2048,1703 MHz,218GB/sec,2,Yes,DX 12.0,1,No,512KB,Nvidia,230 Watts,256 Bit ,GDDR5,1x 6-pin + 1x 8-pin ,28nm,4096x2160,Yes,,,
1031,GeForce GTX 770 EVGA Superclocked Edition,Kepler GK104-425-A2 ,1137,1085,2048,1753 MHz,224.4GB/sec,2,Yes,DX 12.0,1,No,512KB,Nvidia,250 Watts,256 Bit ,GDDR5,1x 6-pin + 1x 8-pin ,28nm,4096x2160,Yes,,,
1032,GeForce GTX 770 EVGA Dual SC W/ ACX 4GB Edition,Kepler GK104-425-A2 ,1163,1111,4096,1702 MHz,217.9GB/sec,2,Yes,DX 12.0,1,No,512KB,Nvidia,250 Watts,256 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
1033,GeForce GTX 770 EVGA SC Edition,Kepler GK104-425-A2 ,1137,1085,2048,1703 MHz,218GB/sec,2,Yes,DX 12.0,1,No,512KB,Nvidia,250 Watts,256 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
1034,GeForce GTX 770 EVGA 4GB Classified Edition SLI,Kepler GK104 ,1202,1150,6144,1753 MHz,448.8GB/sec,2,Yes,DX 12.0,1,No,256KB(x2),Nvidia,400 Watts,256 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
1035,GeForce GTX 950 LP 2GB,Maxwell GM206-251-A1 ,1188,1024,2048,1653 MHz,105.8GB/sec,1,Yes,DX 12.1,1,No,1024KB,Nvidia,75 Watts,128 Bit ,GDDR5,None ,28nm,5120x3200,Yes,,,
1036,GeForce GTX 770 EVGA 4GB Classified Edition,Kepler GK104-425-A2 ,1202,1150,4096,1753 MHz,224.4GB/sec,2,Yes,DX 12.0,1,No,512KB,Nvidia,250 Watts,256 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
1037,GeForce GTX 780 Asus ROG POSEIDON Edition,Kepler GK110-300-A1 ,1006,954,3072,1502 MHz,288.4GB/sec,2,Yes,DX 12.0,1,No,1536KB,Nvidia,300 Watts,384 Bit ,GDDR5,1x 6-pin + 1x 8-pin ,28nm,4096x2160,Yes,,,
1038,GeForce GTX 770 Gainward Phantom 4GB Edition,Kepler GK104-425-A2 ,1202,1150,4096,1752 MHz,224.3GB/sec,1,Yes,DX 12.0,1,No,512KB,Nvidia,,256 Bit ,GDDR5,1x 6-pin + 1x 8-pin ,28nm,4096x2160,Yes,,,
1039,GeForce GTX 950 LP Asus 2GB Edition,Maxwell GM206-251-A1 ,1190,1026,2048,1653 MHz,105.8GB/sec,1,Yes,DX 12.1,1,No,1024KB,Nvidia,75 Watts,128 Bit ,GDDR5,None ,28nm,5120x3200,Yes,,,
1040,GeForce GTX 950 Inno3D iChill 2GB Edition,Maxwell GM206-250 ,1329,1178,2048,1700 MHz,108.8GB/sec,1,Yes,DX 12.1,1,No,1024KB,Nvidia,110 Watts,128 Bit ,GDDR5,1x 6-pin ,28nm,5120x3200,Yes,,,
1041,GeForce GTX 950 LP MSI OC v2 2GB Edition,Maxwell GM206-251-A1 ,1253,1076,2048,1653 MHz,105.8GB/sec,1,Yes,DX 12.1,1,No,1024KB,Nvidia,75 Watts,128 Bit ,GDDR5,None ,28nm,5120x3200,Yes,,,
1042,GeForce GTX 950 Inno3D OC 2GB Edition,Maxwell GM206-250 ,1228,1051,2048,1653 MHz,105.8GB/sec,1,Yes,DX 12.1,1,No,1024KB,Nvidia,90 Watts,128 Bit ,GDDR5,1x 6-pin ,28nm,5120x3200,Yes,,,
1043,GeForce GTX 950 Galax KFA2 OC 2GB Edition,Maxwell GM206-250 ,1304,1114,2048,1653 MHz,105.8GB/sec,1,Yes,DX 12.1,1,No,1024KB,Nvidia,90 Watts,128 Bit ,GDDR5,1x 6-pin ,28nm,5120x3200,Yes,,,
1044,GeForce GTX 950 Inno3D iChill Ultra 2GB Edition,Maxwell GM206-250 ,1367,1178,2048,1700 MHz,108.8GB/sec,1,Yes,DX 12.1,1,No,1024KB,Nvidia,110 Watts,128 Bit ,GDDR5,1x 6-pin ,28nm,5120x3200,Yes,,,
1045,GeForce GTX 950 Gigabyte WindForce 2X OC 2GB Edition,Maxwell GM206-250 ,1279,1102,2048,1653 MHz,105.8GB/sec,2,Yes,DX 12.1,1,No,1024KB,Nvidia,100 Watts,128 Bit ,GDDR5,1x 6-pin ,28nm,5120x3200,Yes,,,
1046,GeForce GTX 950 Gigabyte OC 2GB Edition,Maxwell GM206-250 ,1241,1064,2048,1653 MHz,105.8GB/sec,2,Yes,DX 12.1,1,No,1024KB,Nvidia,100 Watts,128 Bit ,GDDR5,1x 6-pin ,28nm,5120x3200,Yes,,,
1047,GeForce GTX 950 Gigabyte XTREME Gaming 2GB Edition,Maxwell GM206-250 ,1405,1203,2048,1750 MHz,112GB/sec,2,Yes,DX 12.1,1,No,1024KB,Nvidia,120 Watts,128 Bit ,GDDR5,1x 8-pin ,28nm,5120x3200,Yes,,,
1048,GeForce GTX 950 EVGA Superclocked+ ACX 2.0 2GB Edition,Maxwell GM206-250 ,1355,1165,2048,1653 MHz,105.8GB/sec,2,Yes,DX 12.1,1,No,1024KB,Nvidia,110 Watts,128 Bit ,GDDR5,1x 6-pin ,28nm,5120x3200,Yes,,,
1049,GeForce GTX 950 Galax KFA2 EX OC White 2GB Edition,Maxwell GM206-250 ,1405,1203,2048,1683 MHz,107.7GB/sec,1,Yes,DX 12.1,1,No,1024KB,Nvidia,90 Watts,128 Bit ,GDDR5,1x 6-pin ,28nm,5120x3200,Yes,,,
1050,GeForce GTX 950 EVGA SSC ACX 2.0 2GB Edition,Maxwell GM206-250 ,1393,1190,2048,1653 MHz,105.8GB/sec,2,Yes,DX 12.1,1,No,1024KB,Nvidia,125 Watts,128 Bit ,GDDR5,1x 8-pin ,28nm,5120x3200,Yes,,,
1051,GeForce GTX 950 Asus OC 2GB Edition,Maxwell GM206-250 ,1279,1102,2048,1653 MHz,105.8GB/sec,1,Yes,DX 12.1,1,No,1024KB,Nvidia,75 Watts,128 Bit ,GDDR5,None ,28nm,5120x3200,Yes,,,
1052,GeForce GTX 950 EVGA Superclocked 2.0 2GB Edition,Maxwell GM206-250 ,1342,1152,2048,1653 MHz,105.8GB/sec,2,Yes,DX 12.1,1,No,1024KB,Nvidia,110 Watts,128 Bit ,GDDR5,1x 6-pin ,28nm,5120x3200,Yes,,,
1053,GeForce GTX 950 Asus DirectCU II OC Strix Gaming 2GB Edition,Maxwell GM206-250 ,1355,1140,2048,1653 MHz,105.8GB/sec,2,Yes,DX 12.1,1,No,1024KB,Nvidia,150 Watts,128 Bit ,GDDR5,1x 6-pin ,28nm,5120x3200,Yes,,,
1054,GeForce GTX 950 Gainward 2GB Edition,Maxwell GM206-250 ,1190,1126,2048,1653 MHz,105.8GB/sec,2,Yes,DX 12.1,1,No,1024KB,Nvidia,90 Watts,128 Bit ,GDDR5,1x 6-pin ,28nm,5120x3200,Yes,,,
1055,GeForce GTX 950 Asus Mini 2GB Edition,Maxwell GM206-250 ,1190,1126,2048,1653 MHz,105.8GB/sec,2,Yes,DX 12.1,1,No,1024KB,Nvidia,150 Watts,128 Bit ,GDDR5,1x 6-pin ,28nm,5120x3200,Yes,,,
1056,GeForce GTX 950 2GB SLI,Maxwell GM206-250 (x2) ,1188,1024,4096,1653 MHz,211.6GB/sec,2,Yes,DX 12.1,1,No,1024KB(x2),Nvidia,180 Watts,128 Bit ,GDDR5,2x 6-pin ,28nm,4096x2160,Yes,,,
1057,GeForce GTX 950 2GB,Maxwell GM206-250 ,1188,1024,2048,1653 MHz,105.8GB/sec,2,Yes,DX 12.1,1,No,1024KB,Nvidia,90 Watts,128 Bit ,GDDR5,1x 6-pin ,28nm,5120x3200,Yes,,,
1058,GeForce GTX 770 DirectCU II 2GB OC Edition SLI,Kepler GK104-425-A2 (x2) ,1110,1058,4096,1753 MHz,448.8GB/sec,2,Yes,DX 12.0,1,No,512KB(x2),Nvidia,,256 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
1059,GeForce GTX 760 Zotac OC Edition,Kepler GK104-225-A2 ,1059,993,2048,1502 MHz,192.3GB/sec,2,Yes,DX 12.0,1,No,512KB,Nvidia,170 Watts,256 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
1060,GeForce GTX 770,Kepler GK104-425-A2 ,1085,1046,2048,1752 MHz,224.3GB/sec,2,Yes,DX 12.0,1,No,512KB,Nvidia,230 Watts,256 Bit ,GDDR5,1x 6-pin + 1x 8-pin ,28nm,4096x2160,Yes,,,
1061,GeForce GTX 950 EVGA FTW ACX 2.0 2GB Edition,Maxwell GM206-250 ,1405,1203,2048,1653 MHz,105.8GB/sec,2,Yes,DX 12.1,1,No,1024KB,Nvidia,125 Watts,128 Bit ,GDDR5,1x 8-pin ,28nm,5120x3200,Yes,,,
1062,GeForce GTX 760 Zotac AMP! Edition,Kepler GK104-225-A2 ,1176,1111,2048,1502 MHz,192.3GB/sec,2,Yes,DX 12.0,1,No,512KB,Nvidia,170 Watts,256 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
1063,GeForce GTX 770 DirectCU II 4GB OC Edition,Kepler GK104-425-A2 ,1110,1058,4096,1753 MHz,224.4GB/sec,2,Yes,DX 12.0,1,No,512KB,Nvidia,230 Watts,256 Bit ,GDDR5,1x 6-pin + 1x 8-pin ,28nm,4096x2160,Yes,,,
1064,GeForce GTX 760 Zotac 2GB Edition,Kepler GK104-225-A2 ,1059,993,2048,1502 MHz,192.3GB/sec,2,Yes,DX 12.0,1,No,512KB,Nvidia,170 Watts,256 Bit ,GDDR5,2x 6-pin ,28nm,4096x2160,Yes,,,
1065,GeForce GTX 760 Zotac 4GB Edition,Kepler GK104-225-A2 ,1033,980,4096,1502 MHz,192.3GB/sec,2,Yes,DX 12.0,1,No,512KB,Nvidia,170 Watts,256 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
1066,GeForce GTX 760 WindForce 3X OC Edition,Kepler GK104-225-A2 ,1150,1085,2048,1502 MHz,192.3GB/sec,2,Yes,DX 12.0,1,No,512KB,Nvidia,170 Watts,256 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
1067,GeForce GTX 760 WindForce 3X OC 4GB Edition,Kepler GK104-225-A2 ,1150,1085,4096,1502 MHz,192.3GB/sec,2,Yes,DX 12.0,1,No,512KB,Nvidia,170 Watts,256 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
1068,GeForce GTX 760 WinFast Dual Fan OC 2GB Edition,Kepler GK104-225-A2 ,1176,1111,2048,1552 MHz,198.7GB/sec,2,Yes,DX 12.0,1,No,512KB,Nvidia,170 Watts,256 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
1069,GeForce GTX 760 WindForce 2X OC 2GB Edition,Kepler GK104-225-A2 ,1098,1033,2048,1502 MHz,192.3GB/sec,2,Yes,DX 12.0,1,No,512KB,Nvidia,170 Watts,256 Bit ,GDDR5,2x 6-pin ,28nm,4096x2160,Yes,,,
1070,GeForce GTX 770 MSI 2GB OC Edition,Kepler GK104-425-A2 ,1124,1072,2048,1753 MHz,224.4GB/sec,2,Yes,DX 12.0,1,No,512KB,Nvidia,,256 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
1071,GeForce GTX 760 Ti (OEM),Kepler GK104-325-A2 ,980,915,2048,1502 MHz,192.3GB/sec,2,Yes,DX 12.0,1,No,512KB,Nvidia,170 Watts,256 Bit ,GDDR5,2x 6-pin ,28nm,4096x2160,Yes,,,
1072,GeForce GTX 760 WinFast Dual Fan OC 4GB Edition,Kepler GK104-225-A2 ,1176,1111,4096,1552 MHz,198.7GB/sec,2,Yes,DX 12.0,1,No,512KB,Nvidia,170 Watts,256 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
1073,GeForce GTX 760 Palit JetStream 4GB Edition,Kepler GK104-225-A2 ,1137,1072,4096,1550 MHz,198.4GB/sec,2,Yes,DX 12.0,1,No,512KB,Nvidia,170 Watts,256 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
1074,GeForce GTX 760 MSI TwinFrozr OC 2GB Edition,Kepler GK104-225-A2 ,1124,1059,2048,1502 MHz,192.3GB/sec,2,Yes,DX 12.0,1,No,512KB,Nvidia,170 Watts,256 Bit ,GDDR5,1x 6-pin ,28nm,4096x2160,Yes,,,
1075,GeForce GTX 760 MSI TwinFrozr Gaming Edition,Kepler GK104-225-A2 ,1046,1020,2048,1502 MHz,192.3GB/sec,2,Yes,DX 12.0,1,No,512KB,Nvidia,170 Watts,256 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
1076,GeForce GTX 760 MSI TwinFrozr Gaming OC Edition,Kepler GK104-225-A2 ,1150,1085,2048,1502 MHz,192.3GB/sec,2,Yes,DX 12.0,1,No,512KB,Nvidia,170 Watts,256 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
1077,GeForce GTX 770 Asus ROG Poseidon 2GB Edition,Kepler GK104-425-A2 ,1163,1111,4096,1753 MHz,224.4GB/sec,2,Yes,DX 12.0,1,No,512KB,Nvidia,300 Watts,256 Bit ,GDDR5,1x 6-pin + 1x 8-pin ,28nm,4096x2160,Yes,,,
1078,GeForce GTX 760 MSI OC 2GB Edition,Kepler GK104-225-A2 ,1072,1006,2048,1502 MHz,192.3GB/sec,2,Yes,DX 12.0,1,No,512KB,Nvidia,170 Watts,256 Bit ,GDDR5,2x 6-pin ,28nm,4096x2160,Yes,,,
1079,GeForce GTX 760 MSI TwinFrozr Gaming OC 4GB Edition,Kepler GK104-225-A2 ,1150,1085,4096,1502 MHz,192.3GB/sec,2,Yes,DX 12.0,1,No,512KB,Nvidia,170 Watts,256 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
1080,GeForce GTX 770 DirectCU II 2GB OC Edition,Kepler GK104-425-A2 ,1110,1058,2048,1753 MHz,224.4GB/sec,2,Yes,DX 12.0,1,No,512KB,Nvidia,,256 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
1081,GeForce GTX 760 KFA2 EX OC 2GB Edition,Kepler GK104-225-A2 ,1110,1058,2048,1502 MHz,192.3GB/sec,2,Yes,DX 12.0,1,No,512KB,Nvidia,170 Watts,256 Bit ,GDDR5,2x 6-pin ,28nm,4096x2160,Yes,,,
1082,GeForce GTX 760 KFA2 EX OC 4GB Edition,Kepler GK104-225-A2 ,1110,1058,4096,1502 MHz,192.3GB/sec,2,Yes,DX 12.0,1,No,512KB,Nvidia,170 Watts,256 Bit ,GDDR5,2x 6-pin ,28nm,4096x2160,Yes,,,
1083,GeForce GTX 760 Gainward Phantom 4GB Edition,Kepler GK104-225-A2 ,1033,980,4096,1502 MHz,192.3GB/sec,2,Yes,DX 12.0,1,No,512KB,Nvidia,170 Watts,256 Bit ,GDDR5,2x 6-pin ,28nm,4096x2160,Yes,,,
1084,GeForce GTX 760 Galaxy GC 2GB Edition,Kepler GK104-225-A2 ,1110,1058,2048,1502 MHz,192.3GB/sec,2,Yes,DX 12.0,1,No,512KB,Nvidia,170 Watts,256 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
1085,GeForce GTX 760 EVGA W/ ACX 2GB Edition,Kepler GK104-225-A2 ,1033,980,2048,1502 MHz,192.3GB/sec,2,Yes,DX 12.0,1,No,512KB,Nvidia,170 Watts,256 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
1086,GeForce GTX 760 MSI Gaming ITX 2GB Edition,Kepler GK104-225-A2 ,1098,1033,2048,1502 MHz,192.3GB/sec,1,Yes,DX 12.0,1,No,512KB,Nvidia,170 Watts,256 Bit ,GDDR5,1x 8-pin ,28nm,4096x2160,Yes,,,
1087,GeForce GTX 760 Gainward Phantom 2GB Edition,Kepler GK104-225-A2 ,1137,1072,2048,1550 MHz,198.4GB/sec,2,Yes,DX 12.0,1,No,512KB,Nvidia,170 Watts,256 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
1088,GeForce GTX 760 Gainward 2GB Edition,Kepler GK104-225-A2 ,1033,980,2048,1502 MHz,192.3GB/sec,2,Yes,DX 12.0,1,No,512KB,Nvidia,170 Watts,256 Bit ,GDDR5,2x 6-pin ,28nm,4096x2160,Yes,,,
1089,GeForce GTX 760 Inno3D OC 2GB Edition,Kepler GK104-225-A2 ,1059,1006,2048,1502 MHz,192.3GB/sec,2,Yes,DX 12.0,1,No,512KB,Nvidia,160 Watts,256 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
1090,GeForce GTX 760 EVGA SC W/ ACX 2GB Edition,Kepler GK104-225-A2 ,1137,1072,2048,1502 MHz,192.3GB/sec,2,Yes,DX 12.0,1,No,512KB,Nvidia,170 Watts,256 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
1091,GeForce GTX 760 EVGA SC 2GB Edition,Kepler GK104-225-A2 ,1137,1072,2048,1502 MHz,192.3GB/sec,2,Yes,DX 12.0,1,No,512KB,Nvidia,170 Watts,256 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
1092,GeForce GTX 760 EVGA SC W/ ACX 4GB Edition,Kepler GK104-225-A2 ,1137,1072,4096,1502 MHz,192.3GB/sec,2,Yes,DX 12.0,1,No,512KB,Nvidia,170 Watts,256 Bit ,GDDR5,1x 6-pin + 1x 8-pin ,28nm,4096x2160,Yes,,,
1093,GeForce GTX 760 MSI Hawk Edition,Kepler GK104-225-A2 ,1176,1111,2048,1502 MHz,192.3GB/sec,2,Yes,DX 12.0,1,No,512KB,Nvidia,170 Watts,256 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
1094,GeForce GTX 760 EVGA 4GB Edition,Kepler GK104-225-A2 ,1033,980,4096,1502 MHz,192.3GB/sec,2,Yes,DX 12.0,1,No,512KB,Nvidia,170 Watts,256 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
1095,GeForce GTX 760 PNY Enthusiast OC Edition,Kepler GK104-225-A2 ,1176,1111,2048,1552 MHz,198.7GB/sec,2,Yes,DX 12.0,1,No,512KB,Nvidia,170 Watts,256 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
1096,GeForce GTX 760 Asus DirectCU II OC Edition,Kepler GK104-225-A2 ,1072,1006,2048,1502 MHz,192.3GB/sec,2,Yes,DX 12.0,1,No,512KB,Nvidia,170 Watts,256 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
1097,GeForce GTX 760 EVGA Dual 4GB FTW w/ ACX Edition,Kepler GK104-225-A2 ,1150,1085,4096,1502 MHz,192.3GB/sec,2,Yes,DX 12.0,1,No,512KB,Nvidia,170 Watts,256 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
1098,GeForce GTX 760 Asus DC Mini Edition,Kepler GK104-225-A2 ,1072,1006,2048,1502 MHz,192.3GB/sec,2,Yes,DX 12.0,1,No,512KB,Nvidia,170 Watts,256 Bit ,GDDR5,None ,28nm,4096x2160,Yes,,,
1099,GeForce GTX 760 Asus DirectCU II TOP SSU Edition,Kepler GK104-225-A2 ,1137,1072,2048,1502 MHz,192.3GB/sec,2,Yes,DX 12.0,1,No,512KB,Nvidia,170 Watts,256 Bit ,GDDR5,1x 6-pin ,28nm,4096x2160,Yes,,,
